,0,1,2
355,ᴀ,LATIN LETTER SMALL CAPITAL A (U+1D00),e1b480
356,ᴁ,LATIN LETTER SMALL CAPITAL AE (U+1D01),e1b481
357,ᴂ,LATIN SMALL LETTER TURNED AE (U+1D02),e1b482
358,ᴃ,LATIN LETTER SMALL CAPITAL BARRED B (U+1D03),e1b483
359,ᴄ,LATIN LETTER SMALL CAPITAL C (U+1D04),e1b484
360,ᴅ,LATIN LETTER SMALL CAPITAL D (U+1D05),e1b485
361,ᴆ,LATIN LETTER SMALL CAPITAL ETH (U+1D06),e1b486
362,ᴇ,LATIN LETTER SMALL CAPITAL E (U+1D07),e1b487
363,ᴈ,LATIN SMALL LETTER TURNED OPEN E (U+1D08),e1b488
364,ᴉ,LATIN SMALL LETTER TURNED I (U+1D09),e1b489
365,ᴊ,LATIN LETTER SMALL CAPITAL J (U+1D0A),e1b48a
366,ᴋ,LATIN LETTER SMALL CAPITAL K (U+1D0B),e1b48b
367,ᴌ,LATIN LETTER SMALL CAPITAL L WITH STROKE (U+1D0C),e1b48c
368,ᴍ,LATIN LETTER SMALL CAPITAL M (U+1D0D),e1b48d
369,ᴎ,LATIN LETTER SMALL CAPITAL REVERSED N (U+1D0E),e1b48e
370,ᴏ,LATIN LETTER SMALL CAPITAL O (U+1D0F),e1b48f
371,ᴐ,LATIN LETTER SMALL CAPITAL OPEN O (U+1D10),e1b490
372,ᴑ,LATIN SMALL LETTER SIDEWAYS O (U+1D11),e1b491
373,ᴒ,LATIN SMALL LETTER SIDEWAYS OPEN O (U+1D12),e1b492
374,ᴓ,LATIN SMALL LETTER SIDEWAYS O WITH STROKE (U+1D13),e1b493
375,ᴔ,LATIN SMALL LETTER TURNED OE (U+1D14),e1b494
376,ᴕ,LATIN LETTER SMALL CAPITAL OU (U+1D15),e1b495
377,ᴖ,LATIN SMALL LETTER TOP HALF O (U+1D16),e1b496
378,ᴗ,LATIN SMALL LETTER BOTTOM HALF O (U+1D17),e1b497
379,ᴘ,LATIN LETTER SMALL CAPITAL P (U+1D18),e1b498
380,ᴙ,LATIN LETTER SMALL CAPITAL REVERSED R (U+1D19),e1b499
381,ᴚ,LATIN LETTER SMALL CAPITAL TURNED R (U+1D1A),e1b49a
382,ᴛ,LATIN LETTER SMALL CAPITAL T (U+1D1B),e1b49b
383,ᴜ,LATIN LETTER SMALL CAPITAL U (U+1D1C),e1b49c
384,ᴝ,LATIN SMALL LETTER SIDEWAYS U (U+1D1D),e1b49d
385,ᴞ,LATIN SMALL LETTER SIDEWAYS DIAERESIZED U (U+1D1E),e1b49e
386,ᴟ,LATIN SMALL LETTER SIDEWAYS TURNED M (U+1D1F),e1b49f
387,ᴠ,LATIN LETTER SMALL CAPITAL V (U+1D20),e1b4a0
388,ᴡ,LATIN LETTER SMALL CAPITAL W (U+1D21),e1b4a1
389,ᴢ,LATIN LETTER SMALL CAPITAL Z (U+1D22),e1b4a2
390,ᴣ,LATIN LETTER SMALL CAPITAL EZH (U+1D23),e1b4a3
391,ᴤ,LATIN LETTER VOICED LARYNGEAL SPIRANT (U+1D24),e1b4a4
392,ᴥ,LATIN LETTER AIN (U+1D25),e1b4a5
393,ᴦ,GREEK LETTER SMALL CAPITAL GAMMA (U+1D26),e1b4a6
394,ᴧ,GREEK LETTER SMALL CAPITAL LAMDA (U+1D27),e1b4a7
395,ᴨ,GREEK LETTER SMALL CAPITAL PI (U+1D28),e1b4a8
396,ᴩ,GREEK LETTER SMALL CAPITAL RHO (U+1D29),e1b4a9
397,ᴪ,GREEK LETTER SMALL CAPITAL PSI (U+1D2A),e1b4aa
398,ᴫ,CYRILLIC LETTER SMALL CAPITAL EL (U+1D2B),e1b4ab
399,ᴬ,MODIFIER LETTER CAPITAL A (U+1D2C),e1b4ac
400,ᴭ,MODIFIER LETTER CAPITAL AE (U+1D2D),e1b4ad
401,ᴮ,MODIFIER LETTER CAPITAL B (U+1D2E),e1b4ae
402,ᴯ,MODIFIER LETTER CAPITAL BARRED B (U+1D2F),e1b4af
403,ᴰ,MODIFIER LETTER CAPITAL D (U+1D30),e1b4b0
404,ᴱ,MODIFIER LETTER CAPITAL E (U+1D31),e1b4b1
405,ᴲ,MODIFIER LETTER CAPITAL REVERSED E (U+1D32),e1b4b2
406,ᴳ,MODIFIER LETTER CAPITAL G (U+1D33),e1b4b3
407,ᴴ,MODIFIER LETTER CAPITAL H (U+1D34),e1b4b4
408,ᴵ,MODIFIER LETTER CAPITAL I (U+1D35),e1b4b5
409,ᴶ,MODIFIER LETTER CAPITAL J (U+1D36),e1b4b6
410,ᴷ,MODIFIER LETTER CAPITAL K (U+1D37),e1b4b7
411,ᴸ,MODIFIER LETTER CAPITAL L (U+1D38),e1b4b8
412,ᴹ,MODIFIER LETTER CAPITAL M (U+1D39),e1b4b9
413,ᴺ,MODIFIER LETTER CAPITAL N (U+1D3A),e1b4ba
414,ᴻ,MODIFIER LETTER CAPITAL REVERSED N (U+1D3B),e1b4bb
415,ᴼ,MODIFIER LETTER CAPITAL O (U+1D3C),e1b4bc
416,ᴽ,MODIFIER LETTER CAPITAL OU (U+1D3D),e1b4bd
417,ᴾ,MODIFIER LETTER CAPITAL P (U+1D3E),e1b4be
418,ᴿ,MODIFIER LETTER CAPITAL R (U+1D3F),e1b4bf
419,ᵀ,MODIFIER LETTER CAPITAL T (U+1D40),e1b580
420,ᵁ,MODIFIER LETTER CAPITAL U (U+1D41),e1b581
421,ᵂ,MODIFIER LETTER CAPITAL W (U+1D42),e1b582
422,ᵃ,MODIFIER LETTER SMALL A (U+1D43),e1b583
423,ᵄ,MODIFIER LETTER SMALL TURNED A (U+1D44),e1b584
424,ᵅ,MODIFIER LETTER SMALL ALPHA (U+1D45),e1b585
425,ᵆ,MODIFIER LETTER SMALL TURNED AE (U+1D46),e1b586
426,ᵇ,MODIFIER LETTER SMALL B (U+1D47),e1b587
427,ᵈ,MODIFIER LETTER SMALL D (U+1D48),e1b588
428,ᵉ,MODIFIER LETTER SMALL E (U+1D49),e1b589
429,ᵊ,MODIFIER LETTER SMALL SCHWA (U+1D4A),e1b58a
430,ᵋ,MODIFIER LETTER SMALL OPEN E (U+1D4B),e1b58b
431,ᵌ,MODIFIER LETTER SMALL TURNED OPEN E (U+1D4C),e1b58c
432,ᵍ,MODIFIER LETTER SMALL G (U+1D4D),e1b58d
433,ᵎ,MODIFIER LETTER SMALL TURNED I (U+1D4E),e1b58e
434,ᵏ,MODIFIER LETTER SMALL K (U+1D4F),e1b58f
435,ᵐ,MODIFIER LETTER SMALL M (U+1D50),e1b590
436,ᵑ,MODIFIER LETTER SMALL ENG (U+1D51),e1b591
437,ᵒ,MODIFIER LETTER SMALL O (U+1D52),e1b592
438,ᵓ,MODIFIER LETTER SMALL OPEN O (U+1D53),e1b593
439,ᵔ,MODIFIER LETTER SMALL TOP HALF O (U+1D54),e1b594
440,ᵕ,MODIFIER LETTER SMALL BOTTOM HALF O (U+1D55),e1b595
441,ᵖ,MODIFIER LETTER SMALL P (U+1D56),e1b596
442,ᵗ,MODIFIER LETTER SMALL T (U+1D57),e1b597
443,ᵘ,MODIFIER LETTER SMALL U (U+1D58),e1b598
444,ᵙ,MODIFIER LETTER SMALL SIDEWAYS U (U+1D59),e1b599
445,ᵚ,MODIFIER LETTER SMALL TURNED M (U+1D5A),e1b59a
446,ᵛ,MODIFIER LETTER SMALL V (U+1D5B),e1b59b
447,ᵜ,MODIFIER LETTER SMALL AIN (U+1D5C),e1b59c
448,ᵝ,MODIFIER LETTER SMALL BETA (U+1D5D),e1b59d
449,ᵞ,MODIFIER LETTER SMALL GREEK GAMMA (U+1D5E),e1b59e
450,ᵟ,MODIFIER LETTER SMALL DELTA (U+1D5F),e1b59f
451,ᵠ,MODIFIER LETTER SMALL GREEK PHI (U+1D60),e1b5a0
452,ᵡ,MODIFIER LETTER SMALL CHI (U+1D61),e1b5a1
453,ᵢ,LATIN SUBSCRIPT SMALL LETTER I (U+1D62),e1b5a2
454,ᵣ,LATIN SUBSCRIPT SMALL LETTER R (U+1D63),e1b5a3
455,ᵤ,LATIN SUBSCRIPT SMALL LETTER U (U+1D64),e1b5a4
456,ᵥ,LATIN SUBSCRIPT SMALL LETTER V (U+1D65),e1b5a5
457,ᵦ,GREEK SUBSCRIPT SMALL LETTER BETA (U+1D66),e1b5a6
458,ᵧ,GREEK SUBSCRIPT SMALL LETTER GAMMA (U+1D67),e1b5a7
459,ᵨ,GREEK SUBSCRIPT SMALL LETTER RHO (U+1D68),e1b5a8
460,ᵩ,GREEK SUBSCRIPT SMALL LETTER PHI (U+1D69),e1b5a9
461,ᵪ,GREEK SUBSCRIPT SMALL LETTER CHI (U+1D6A),e1b5aa
462,ᵫ,LATIN SMALL LETTER UE (U+1D6B),e1b5ab
463,ᵬ,LATIN SMALL LETTER B WITH MIDDLE TILDE (U+1D6C),e1b5ac
464,ᵭ,LATIN SMALL LETTER D WITH MIDDLE TILDE (U+1D6D),e1b5ad
465,ᵮ,LATIN SMALL LETTER F WITH MIDDLE TILDE (U+1D6E),e1b5ae
466,ᵯ,LATIN SMALL LETTER M WITH MIDDLE TILDE (U+1D6F),e1b5af
467,ᵰ,LATIN SMALL LETTER N WITH MIDDLE TILDE (U+1D70),e1b5b0
468,ᵱ,LATIN SMALL LETTER P WITH MIDDLE TILDE (U+1D71),e1b5b1
469,ᵲ,LATIN SMALL LETTER R WITH MIDDLE TILDE (U+1D72),e1b5b2
470,ᵳ,LATIN SMALL LETTER R WITH FISHHOOK AND MIDDLE TILDE (U+1D73),e1b5b3
471,ᵴ,LATIN SMALL LETTER S WITH MIDDLE TILDE (U+1D74),e1b5b4
472,ᵵ,LATIN SMALL LETTER T WITH MIDDLE TILDE (U+1D75),e1b5b5
473,ᵶ,LATIN SMALL LETTER Z WITH MIDDLE TILDE (U+1D76),e1b5b6
474,ᵷ,LATIN SMALL LETTER TURNED G (U+1D77),e1b5b7
475,ᵸ,MODIFIER LETTER CYRILLIC EN (U+1D78),e1b5b8
476,ᵹ,LATIN SMALL LETTER INSULAR G (U+1D79),e1b5b9
477,ᵺ,LATIN SMALL LETTER TH WITH STRIKETHROUGH (U+1D7A),e1b5ba
478,ᵻ,LATIN SMALL CAPITAL LETTER I WITH STROKE (U+1D7B),e1b5bb
479,ᵼ,LATIN SMALL LETTER IOTA WITH STROKE (U+1D7C),e1b5bc
480,ᵽ,LATIN SMALL LETTER P WITH STROKE (U+1D7D),e1b5bd
481,ᵾ,LATIN SMALL CAPITAL LETTER U WITH STROKE (U+1D7E),e1b5be
482,ᵿ,LATIN SMALL LETTER UPSILON WITH STROKE (U+1D7F),e1b5bf
483,ᶀ,LATIN SMALL LETTER B WITH PALATAL HOOK (U+1D80),e1b680
484,ᶁ,LATIN SMALL LETTER D WITH PALATAL HOOK (U+1D81),e1b681
485,ᶂ,LATIN SMALL LETTER F WITH PALATAL HOOK (U+1D82),e1b682
486,ᶃ,LATIN SMALL LETTER G WITH PALATAL HOOK (U+1D83),e1b683
487,ᶄ,LATIN SMALL LETTER K WITH PALATAL HOOK (U+1D84),e1b684
488,ᶅ,LATIN SMALL LETTER L WITH PALATAL HOOK (U+1D85),e1b685
489,ᶆ,LATIN SMALL LETTER M WITH PALATAL HOOK (U+1D86),e1b686
490,ᶇ,LATIN SMALL LETTER N WITH PALATAL HOOK (U+1D87),e1b687
491,ᶈ,LATIN SMALL LETTER P WITH PALATAL HOOK (U+1D88),e1b688
492,ᶉ,LATIN SMALL LETTER R WITH PALATAL HOOK (U+1D89),e1b689
493,ᶊ,LATIN SMALL LETTER S WITH PALATAL HOOK (U+1D8A),e1b68a
494,ᶋ,LATIN SMALL LETTER ESH WITH PALATAL HOOK (U+1D8B),e1b68b
495,ᶌ,LATIN SMALL LETTER V WITH PALATAL HOOK (U+1D8C),e1b68c
496,ᶍ,LATIN SMALL LETTER X WITH PALATAL HOOK (U+1D8D),e1b68d
497,ᶎ,LATIN SMALL LETTER Z WITH PALATAL HOOK (U+1D8E),e1b68e
498,ᶏ,LATIN SMALL LETTER A WITH RETROFLEX HOOK (U+1D8F),e1b68f
499,ᶐ,LATIN SMALL LETTER ALPHA WITH RETROFLEX HOOK (U+1D90),e1b690
500,ᶑ,LATIN SMALL LETTER D WITH HOOK AND TAIL (U+1D91),e1b691
501,ᶒ,LATIN SMALL LETTER E WITH RETROFLEX HOOK (U+1D92),e1b692
502,ᶓ,LATIN SMALL LETTER OPEN E WITH RETROFLEX HOOK (U+1D93),e1b693
503,ᶔ,LATIN SMALL LETTER REVERSED OPEN E WITH RETROFLEX HOOK (U+1D94),e1b694
504,ᶕ,LATIN SMALL LETTER SCHWA WITH RETROFLEX HOOK (U+1D95),e1b695
505,ᶖ,LATIN SMALL LETTER I WITH RETROFLEX HOOK (U+1D96),e1b696
506,ᶗ,LATIN SMALL LETTER OPEN O WITH RETROFLEX HOOK (U+1D97),e1b697
507,ᶘ,LATIN SMALL LETTER ESH WITH RETROFLEX HOOK (U+1D98),e1b698
508,ᶙ,LATIN SMALL LETTER U WITH RETROFLEX HOOK (U+1D99),e1b699
509,ᶚ,LATIN SMALL LETTER EZH WITH RETROFLEX HOOK (U+1D9A),e1b69a
510,ᶛ,MODIFIER LETTER SMALL TURNED ALPHA (U+1D9B),e1b69b
511,ᶜ,MODIFIER LETTER SMALL C (U+1D9C),e1b69c
512,ᶝ,MODIFIER LETTER SMALL C WITH CURL (U+1D9D),e1b69d
513,ᶞ,MODIFIER LETTER SMALL ETH (U+1D9E),e1b69e
514,ᶟ,MODIFIER LETTER SMALL REVERSED OPEN E (U+1D9F),e1b69f
515,ᶠ,MODIFIER LETTER SMALL F (U+1DA0),e1b6a0
516,ᶡ,MODIFIER LETTER SMALL DOTLESS J WITH STROKE (U+1DA1),e1b6a1
517,ᶢ,MODIFIER LETTER SMALL SCRIPT G (U+1DA2),e1b6a2
518,ᶣ,MODIFIER LETTER SMALL TURNED H (U+1DA3),e1b6a3
519,ᶤ,MODIFIER LETTER SMALL I WITH STROKE (U+1DA4),e1b6a4
520,ᶥ,MODIFIER LETTER SMALL IOTA (U+1DA5),e1b6a5
521,ᶦ,MODIFIER LETTER SMALL CAPITAL I (U+1DA6),e1b6a6
522,ᶧ,MODIFIER LETTER SMALL CAPITAL I WITH STROKE (U+1DA7),e1b6a7
523,ᶨ,MODIFIER LETTER SMALL J WITH CROSSED-TAIL (U+1DA8),e1b6a8
524,ᶩ,MODIFIER LETTER SMALL L WITH RETROFLEX HOOK (U+1DA9),e1b6a9
525,ᶪ,MODIFIER LETTER SMALL L WITH PALATAL HOOK (U+1DAA),e1b6aa
526,ᶫ,MODIFIER LETTER SMALL CAPITAL L (U+1DAB),e1b6ab
527,ᶬ,MODIFIER LETTER SMALL M WITH HOOK (U+1DAC),e1b6ac
528,ᶭ,MODIFIER LETTER SMALL TURNED M WITH LONG LEG (U+1DAD),e1b6ad
529,ᶮ,MODIFIER LETTER SMALL N WITH LEFT HOOK (U+1DAE),e1b6ae
530,ᶯ,MODIFIER LETTER SMALL N WITH RETROFLEX HOOK (U+1DAF),e1b6af
531,ᶰ,MODIFIER LETTER SMALL CAPITAL N (U+1DB0),e1b6b0
532,ᶱ,MODIFIER LETTER SMALL BARRED O (U+1DB1),e1b6b1
533,ᶲ,MODIFIER LETTER SMALL PHI (U+1DB2),e1b6b2
534,ᶳ,MODIFIER LETTER SMALL S WITH HOOK (U+1DB3),e1b6b3
535,ᶴ,MODIFIER LETTER SMALL ESH (U+1DB4),e1b6b4
536,ᶵ,MODIFIER LETTER SMALL T WITH PALATAL HOOK (U+1DB5),e1b6b5
537,ᶶ,MODIFIER LETTER SMALL U BAR (U+1DB6),e1b6b6
538,ᶷ,MODIFIER LETTER SMALL UPSILON (U+1DB7),e1b6b7
539,ᶸ,MODIFIER LETTER SMALL CAPITAL U (U+1DB8),e1b6b8
540,ᶹ,MODIFIER LETTER SMALL V WITH HOOK (U+1DB9),e1b6b9
541,ᶺ,MODIFIER LETTER SMALL TURNED V (U+1DBA),e1b6ba
542,ᶻ,MODIFIER LETTER SMALL Z (U+1DBB),e1b6bb
543,ᶼ,MODIFIER LETTER SMALL Z WITH RETROFLEX HOOK (U+1DBC),e1b6bc
544,ᶽ,MODIFIER LETTER SMALL Z WITH CURL (U+1DBD),e1b6bd
545,ᶾ,MODIFIER LETTER SMALL EZH (U+1DBE),e1b6be
546,ᶿ,MODIFIER LETTER SMALL THETA (U+1DBF),e1b6bf
547,᷀,COMBINING DOTTED GRAVE ACCENT (U+1DC0),e1b780
548,᷁,COMBINING DOTTED ACUTE ACCENT (U+1DC1),e1b781
549,᷂,COMBINING SNAKE BELOW (U+1DC2),e1b782
550,᷃,COMBINING SUSPENSION MARK (U+1DC3),e1b783
551,᷄,COMBINING MACRON-ACUTE (U+1DC4),e1b784
552,᷅,COMBINING GRAVE-MACRON (U+1DC5),e1b785
553,᷆,COMBINING MACRON-GRAVE (U+1DC6),e1b786
554,᷇,COMBINING ACUTE-MACRON (U+1DC7),e1b787
555,᷈,COMBINING GRAVE-ACUTE-GRAVE (U+1DC8),e1b788
556,᷉,COMBINING ACUTE-GRAVE-ACUTE (U+1DC9),e1b789
557,᷊,COMBINING LATIN SMALL LETTER R BELOW (U+1DCA),e1b78a
558,᷋,COMBINING BREVE-MACRON (U+1DCB),e1b78b
559,᷌,COMBINING MACRON-BREVE (U+1DCC),e1b78c
560,᷍,COMBINING DOUBLE CIRCUMFLEX ABOVE (U+1DCD),e1b78d
561,᷎,COMBINING OGONEK ABOVE (U+1DCE),e1b78e
562,᷏,COMBINING ZIGZAG BELOW (U+1DCF),e1b78f
563,᷐,COMBINING IS BELOW (U+1DD0),e1b790
564,᷑,COMBINING UR ABOVE (U+1DD1),e1b791
565,᷒,COMBINING US ABOVE (U+1DD2),e1b792
566,ᷓ,COMBINING LATIN SMALL LETTER FLATTENED OPEN A ABOVE (U+1DD3),e1b793
567,ᷔ,COMBINING LATIN SMALL LETTER AE (U+1DD4),e1b794
568,ᷕ,COMBINING LATIN SMALL LETTER AO (U+1DD5),e1b795
569,ᷖ,COMBINING LATIN SMALL LETTER AV (U+1DD6),e1b796
570,ᷗ,COMBINING LATIN SMALL LETTER C CEDILLA (U+1DD7),e1b797
571,ᷘ,COMBINING LATIN SMALL LETTER INSULAR D (U+1DD8),e1b798
572,ᷙ,COMBINING LATIN SMALL LETTER ETH (U+1DD9),e1b799
573,ᷚ,COMBINING LATIN SMALL LETTER G (U+1DDA),e1b79a
574,ᷛ,COMBINING LATIN LETTER SMALL CAPITAL G (U+1DDB),e1b79b
575,ᷜ,COMBINING LATIN SMALL LETTER K (U+1DDC),e1b79c
576,ᷝ,COMBINING LATIN SMALL LETTER L (U+1DDD),e1b79d
577,ᷞ,COMBINING LATIN LETTER SMALL CAPITAL L (U+1DDE),e1b79e
578,ᷟ,COMBINING LATIN LETTER SMALL CAPITAL M (U+1DDF),e1b79f
579,ᷠ,COMBINING LATIN SMALL LETTER N (U+1DE0),e1b7a0
580,ᷡ,COMBINING LATIN LETTER SMALL CAPITAL N (U+1DE1),e1b7a1
581,ᷢ,COMBINING LATIN LETTER SMALL CAPITAL R (U+1DE2),e1b7a2
582,ᷣ,COMBINING LATIN SMALL LETTER R ROTUNDA (U+1DE3),e1b7a3
583,ᷤ,COMBINING LATIN SMALL LETTER S (U+1DE4),e1b7a4
584,ᷥ,COMBINING LATIN SMALL LETTER LONG S (U+1DE5),e1b7a5
585,ᷦ,COMBINING LATIN SMALL LETTER Z (U+1DE6),e1b7a6
586,ᷧ,COMBINING LATIN SMALL LETTER ALPHA (U+1DE7),e1b7a7
587,ᷨ,COMBINING LATIN SMALL LETTER B (U+1DE8),e1b7a8
588,ᷩ,COMBINING LATIN SMALL LETTER BETA (U+1DE9),e1b7a9
589,ᷪ,COMBINING LATIN SMALL LETTER SCHWA (U+1DEA),e1b7aa
590,ᷫ,COMBINING LATIN SMALL LETTER F (U+1DEB),e1b7ab
591,ᷬ,COMBINING LATIN SMALL LETTER L WITH DOUBLE MIDDLE TILDE (U+1DEC),e1b7ac
592,ᷭ,COMBINING LATIN SMALL LETTER O WITH LIGHT CENTRALIZATION STROKE (U+1DED),e1b7ad
593,ᷮ,COMBINING LATIN SMALL LETTER P (U+1DEE),e1b7ae
594,ᷯ,COMBINING LATIN SMALL LETTER ESH (U+1DEF),e1b7af
595,ᷰ,COMBINING LATIN SMALL LETTER U WITH LIGHT CENTRALIZATION STROKE (U+1DF0),e1b7b0
596,ᷱ,COMBINING LATIN SMALL LETTER W (U+1DF1),e1b7b1
597,ᷲ,COMBINING LATIN SMALL LETTER A WITH DIAERESIS (U+1DF2),e1b7b2
598,ᷳ,COMBINING LATIN SMALL LETTER O WITH DIAERESIS (U+1DF3),e1b7b3
599,ᷴ,COMBINING LATIN SMALL LETTER U WITH DIAERESIS (U+1DF4),e1b7b4
600,᷵,COMBINING UP TACK ABOVE (U+1DF5),e1b7b5
601,᷶,COMBINING KAVYKA ABOVE RIGHT (U+1DF6),e1b7b6
602,᷷,COMBINING KAVYKA ABOVE LEFT (U+1DF7),e1b7b7
603,᷸,COMBINING DOT ABOVE LEFT (U+1DF8),e1b7b8
604,᷹,COMBINING WIDE INVERTED BRIDGE BELOW (U+1DF9),e1b7b9
605,᷻,COMBINING DELETION MARK (U+1DFB),e1b7bb
606,᷼,COMBINING DOUBLE INVERTED BREVE BELOW (U+1DFC),e1b7bc
607,᷽,COMBINING ALMOST EQUAL TO BELOW (U+1DFD),e1b7bd
608,᷾,COMBINING LEFT ARROWHEAD ABOVE (U+1DFE),e1b7be
609,᷿,COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW (U+1DFF),e1b7bf
610,Ḁ,LATIN CAPITAL LETTER A WITH RING BELOW (U+1E00),e1b880
611,ḁ,LATIN SMALL LETTER A WITH RING BELOW (U+1E01),e1b881
612,Ḃ,LATIN CAPITAL LETTER B WITH DOT ABOVE (U+1E02),e1b882
613,ḃ,LATIN SMALL LETTER B WITH DOT ABOVE (U+1E03),e1b883
614,Ḅ,LATIN CAPITAL LETTER B WITH DOT BELOW (U+1E04),e1b884
615,ḅ,LATIN SMALL LETTER B WITH DOT BELOW (U+1E05),e1b885
616,Ḇ,LATIN CAPITAL LETTER B WITH LINE BELOW (U+1E06),e1b886
617,ḇ,LATIN SMALL LETTER B WITH LINE BELOW (U+1E07),e1b887
618,Ḉ,LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE (U+1E08),e1b888
619,ḉ,LATIN SMALL LETTER C WITH CEDILLA AND ACUTE (U+1E09),e1b889
620,Ḋ,LATIN CAPITAL LETTER D WITH DOT ABOVE (U+1E0A),e1b88a
621,ḋ,LATIN SMALL LETTER D WITH DOT ABOVE (U+1E0B),e1b88b
622,Ḍ,LATIN CAPITAL LETTER D WITH DOT BELOW (U+1E0C),e1b88c
623,ḍ,LATIN SMALL LETTER D WITH DOT BELOW (U+1E0D),e1b88d
624,Ḏ,LATIN CAPITAL LETTER D WITH LINE BELOW (U+1E0E),e1b88e
625,ḏ,LATIN SMALL LETTER D WITH LINE BELOW (U+1E0F),e1b88f
626,Ḑ,LATIN CAPITAL LETTER D WITH CEDILLA (U+1E10),e1b890
627,ḑ,LATIN SMALL LETTER D WITH CEDILLA (U+1E11),e1b891
628,Ḓ,LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW (U+1E12),e1b892
629,ḓ,LATIN SMALL LETTER D WITH CIRCUMFLEX BELOW (U+1E13),e1b893
630,Ḕ,LATIN CAPITAL LETTER E WITH MACRON AND GRAVE (U+1E14),e1b894
631,ḕ,LATIN SMALL LETTER E WITH MACRON AND GRAVE (U+1E15),e1b895
632,Ḗ,LATIN CAPITAL LETTER E WITH MACRON AND ACUTE (U+1E16),e1b896
633,ḗ,LATIN SMALL LETTER E WITH MACRON AND ACUTE (U+1E17),e1b897
634,Ḙ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW (U+1E18),e1b898
635,ḙ,LATIN SMALL LETTER E WITH CIRCUMFLEX BELOW (U+1E19),e1b899
636,Ḛ,LATIN CAPITAL LETTER E WITH TILDE BELOW (U+1E1A),e1b89a
637,ḛ,LATIN SMALL LETTER E WITH TILDE BELOW (U+1E1B),e1b89b
638,Ḝ,LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE (U+1E1C),e1b89c
639,ḝ,LATIN SMALL LETTER E WITH CEDILLA AND BREVE (U+1E1D),e1b89d
640,Ḟ,LATIN CAPITAL LETTER F WITH DOT ABOVE (U+1E1E),e1b89e
641,ḟ,LATIN SMALL LETTER F WITH DOT ABOVE (U+1E1F),e1b89f
642,Ḡ,LATIN CAPITAL LETTER G WITH MACRON (U+1E20),e1b8a0
643,ḡ,LATIN SMALL LETTER G WITH MACRON (U+1E21),e1b8a1
644,Ḣ,LATIN CAPITAL LETTER H WITH DOT ABOVE (U+1E22),e1b8a2
645,ḣ,LATIN SMALL LETTER H WITH DOT ABOVE (U+1E23),e1b8a3
646,Ḥ,LATIN CAPITAL LETTER H WITH DOT BELOW (U+1E24),e1b8a4
647,ḥ,LATIN SMALL LETTER H WITH DOT BELOW (U+1E25),e1b8a5
648,Ḧ,LATIN CAPITAL LETTER H WITH DIAERESIS (U+1E26),e1b8a6
649,ḧ,LATIN SMALL LETTER H WITH DIAERESIS (U+1E27),e1b8a7
650,Ḩ,LATIN CAPITAL LETTER H WITH CEDILLA (U+1E28),e1b8a8
651,ḩ,LATIN SMALL LETTER H WITH CEDILLA (U+1E29),e1b8a9
652,Ḫ,LATIN CAPITAL LETTER H WITH BREVE BELOW (U+1E2A),e1b8aa
653,ḫ,LATIN SMALL LETTER H WITH BREVE BELOW (U+1E2B),e1b8ab
654,Ḭ,LATIN CAPITAL LETTER I WITH TILDE BELOW (U+1E2C),e1b8ac
655,ḭ,LATIN SMALL LETTER I WITH TILDE BELOW (U+1E2D),e1b8ad
656,Ḯ,LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE (U+1E2E),e1b8ae
657,ḯ,LATIN SMALL LETTER I WITH DIAERESIS AND ACUTE (U+1E2F),e1b8af
658,Ḱ,LATIN CAPITAL LETTER K WITH ACUTE (U+1E30),e1b8b0
659,ḱ,LATIN SMALL LETTER K WITH ACUTE (U+1E31),e1b8b1
660,Ḳ,LATIN CAPITAL LETTER K WITH DOT BELOW (U+1E32),e1b8b2
661,ḳ,LATIN SMALL LETTER K WITH DOT BELOW (U+1E33),e1b8b3
662,Ḵ,LATIN CAPITAL LETTER K WITH LINE BELOW (U+1E34),e1b8b4
663,ḵ,LATIN SMALL LETTER K WITH LINE BELOW (U+1E35),e1b8b5
664,Ḷ,LATIN CAPITAL LETTER L WITH DOT BELOW (U+1E36),e1b8b6
665,ḷ,LATIN SMALL LETTER L WITH DOT BELOW (U+1E37),e1b8b7
666,Ḹ,LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON (U+1E38),e1b8b8
667,ḹ,LATIN SMALL LETTER L WITH DOT BELOW AND MACRON (U+1E39),e1b8b9
668,Ḻ,LATIN CAPITAL LETTER L WITH LINE BELOW (U+1E3A),e1b8ba
669,ḻ,LATIN SMALL LETTER L WITH LINE BELOW (U+1E3B),e1b8bb
670,Ḽ,LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW (U+1E3C),e1b8bc
671,ḽ,LATIN SMALL LETTER L WITH CIRCUMFLEX BELOW (U+1E3D),e1b8bd
672,Ḿ,LATIN CAPITAL LETTER M WITH ACUTE (U+1E3E),e1b8be
673,ḿ,LATIN SMALL LETTER M WITH ACUTE (U+1E3F),e1b8bf
674,Ṁ,LATIN CAPITAL LETTER M WITH DOT ABOVE (U+1E40),e1b980
