,0,1,2
675,ṁ,LATIN SMALL LETTER M WITH DOT ABOVE (U+1E41),e1b981
676,Ṃ,LATIN CAPITAL LETTER M WITH DOT BELOW (U+1E42),e1b982
677,ṃ,LATIN SMALL LETTER M WITH DOT BELOW (U+1E43),e1b983
678,Ṅ,LATIN CAPITAL LETTER N WITH DOT ABOVE (U+1E44),e1b984
679,ṅ,LATIN SMALL LETTER N WITH DOT ABOVE (U+1E45),e1b985
680,Ṇ,LATIN CAPITAL LETTER N WITH DOT BELOW (U+1E46),e1b986
681,ṇ,LATIN SMALL LETTER N WITH DOT BELOW (U+1E47),e1b987
682,Ṉ,LATIN CAPITAL LETTER N WITH LINE BELOW (U+1E48),e1b988
683,ṉ,LATIN SMALL LETTER N WITH LINE BELOW (U+1E49),e1b989
684,Ṋ,LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW (U+1E4A),e1b98a
685,ṋ,LATIN SMALL LETTER N WITH CIRCUMFLEX BELOW (U+1E4B),e1b98b
686,Ṍ,LATIN CAPITAL LETTER O WITH TILDE AND ACUTE (U+1E4C),e1b98c
687,ṍ,LATIN SMALL LETTER O WITH TILDE AND ACUTE (U+1E4D),e1b98d
688,Ṏ,LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS (U+1E4E),e1b98e
689,ṏ,LATIN SMALL LETTER O WITH TILDE AND DIAERESIS (U+1E4F),e1b98f
690,Ṑ,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE (U+1E50),e1b990
691,ṑ,LATIN SMALL LETTER O WITH MACRON AND GRAVE (U+1E51),e1b991
692,Ṓ,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE (U+1E52),e1b992
693,ṓ,LATIN SMALL LETTER O WITH MACRON AND ACUTE (U+1E53),e1b993
694,Ṕ,LATIN CAPITAL LETTER P WITH ACUTE (U+1E54),e1b994
695,ṕ,LATIN SMALL LETTER P WITH ACUTE (U+1E55),e1b995
696,Ṗ,LATIN CAPITAL LETTER P WITH DOT ABOVE (U+1E56),e1b996
697,ṗ,LATIN SMALL LETTER P WITH DOT ABOVE (U+1E57),e1b997
698,Ṙ,LATIN CAPITAL LETTER R WITH DOT ABOVE (U+1E58),e1b998
699,ṙ,LATIN SMALL LETTER R WITH DOT ABOVE (U+1E59),e1b999
700,Ṛ,LATIN CAPITAL LETTER R WITH DOT BELOW (U+1E5A),e1b99a
701,ṛ,LATIN SMALL LETTER R WITH DOT BELOW (U+1E5B),e1b99b
702,Ṝ,LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON (U+1E5C),e1b99c
703,ṝ,LATIN SMALL LETTER R WITH DOT BELOW AND MACRON (U+1E5D),e1b99d
704,Ṟ,LATIN CAPITAL LETTER R WITH LINE BELOW (U+1E5E),e1b99e
705,ṟ,LATIN SMALL LETTER R WITH LINE BELOW (U+1E5F),e1b99f
706,Ṡ,LATIN CAPITAL LETTER S WITH DOT ABOVE (U+1E60),e1b9a0
707,ṡ,LATIN SMALL LETTER S WITH DOT ABOVE (U+1E61),e1b9a1
708,Ṣ,LATIN CAPITAL LETTER S WITH DOT BELOW (U+1E62),e1b9a2
709,ṣ,LATIN SMALL LETTER S WITH DOT BELOW (U+1E63),e1b9a3
710,Ṥ,LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE (U+1E64),e1b9a4
711,ṥ,LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE (U+1E65),e1b9a5
712,Ṧ,LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE (U+1E66),e1b9a6
713,ṧ,LATIN SMALL LETTER S WITH CARON AND DOT ABOVE (U+1E67),e1b9a7
714,Ṩ,LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE (U+1E68),e1b9a8
715,ṩ,LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE (U+1E69),e1b9a9
716,Ṫ,LATIN CAPITAL LETTER T WITH DOT ABOVE (U+1E6A),e1b9aa
717,ṫ,LATIN SMALL LETTER T WITH DOT ABOVE (U+1E6B),e1b9ab
718,Ṭ,LATIN CAPITAL LETTER T WITH DOT BELOW (U+1E6C),e1b9ac
719,ṭ,LATIN SMALL LETTER T WITH DOT BELOW (U+1E6D),e1b9ad
720,Ṯ,LATIN CAPITAL LETTER T WITH LINE BELOW (U+1E6E),e1b9ae
721,ṯ,LATIN SMALL LETTER T WITH LINE BELOW (U+1E6F),e1b9af
722,Ṱ,LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW (U+1E70),e1b9b0
723,ṱ,LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW (U+1E71),e1b9b1
724,Ṳ,LATIN CAPITAL LETTER U WITH DIAERESIS BELOW (U+1E72),e1b9b2
725,ṳ,LATIN SMALL LETTER U WITH DIAERESIS BELOW (U+1E73),e1b9b3
726,Ṵ,LATIN CAPITAL LETTER U WITH TILDE BELOW (U+1E74),e1b9b4
727,ṵ,LATIN SMALL LETTER U WITH TILDE BELOW (U+1E75),e1b9b5
728,Ṷ,LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW (U+1E76),e1b9b6
729,ṷ,LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW (U+1E77),e1b9b7
730,Ṹ,LATIN CAPITAL LETTER U WITH TILDE AND ACUTE (U+1E78),e1b9b8
731,ṹ,LATIN SMALL LETTER U WITH TILDE AND ACUTE (U+1E79),e1b9b9
732,Ṻ,LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS (U+1E7A),e1b9ba
733,ṻ,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS (U+1E7B),e1b9bb
734,Ṽ,LATIN CAPITAL LETTER V WITH TILDE (U+1E7C),e1b9bc
735,ṽ,LATIN SMALL LETTER V WITH TILDE (U+1E7D),e1b9bd
736,Ṿ,LATIN CAPITAL LETTER V WITH DOT BELOW (U+1E7E),e1b9be
737,ṿ,LATIN SMALL LETTER V WITH DOT BELOW (U+1E7F),e1b9bf
738,Ẁ,LATIN CAPITAL LETTER W WITH GRAVE (U+1E80),e1ba80
739,ẁ,LATIN SMALL LETTER W WITH GRAVE (U+1E81),e1ba81
740,Ẃ,LATIN CAPITAL LETTER W WITH ACUTE (U+1E82),e1ba82
741,ẃ,LATIN SMALL LETTER W WITH ACUTE (U+1E83),e1ba83
742,Ẅ,LATIN CAPITAL LETTER W WITH DIAERESIS (U+1E84),e1ba84
743,ẅ,LATIN SMALL LETTER W WITH DIAERESIS (U+1E85),e1ba85
744,Ẇ,LATIN CAPITAL LETTER W WITH DOT ABOVE (U+1E86),e1ba86
745,ẇ,LATIN SMALL LETTER W WITH DOT ABOVE (U+1E87),e1ba87
746,Ẉ,LATIN CAPITAL LETTER W WITH DOT BELOW (U+1E88),e1ba88
747,ẉ,LATIN SMALL LETTER W WITH DOT BELOW (U+1E89),e1ba89
748,Ẋ,LATIN CAPITAL LETTER X WITH DOT ABOVE (U+1E8A),e1ba8a
749,ẋ,LATIN SMALL LETTER X WITH DOT ABOVE (U+1E8B),e1ba8b
750,Ẍ,LATIN CAPITAL LETTER X WITH DIAERESIS (U+1E8C),e1ba8c
751,ẍ,LATIN SMALL LETTER X WITH DIAERESIS (U+1E8D),e1ba8d
752,Ẏ,LATIN CAPITAL LETTER Y WITH DOT ABOVE (U+1E8E),e1ba8e
753,ẏ,LATIN SMALL LETTER Y WITH DOT ABOVE (U+1E8F),e1ba8f
754,Ẑ,LATIN CAPITAL LETTER Z WITH CIRCUMFLEX (U+1E90),e1ba90
755,ẑ,LATIN SMALL LETTER Z WITH CIRCUMFLEX (U+1E91),e1ba91
756,Ẓ,LATIN CAPITAL LETTER Z WITH DOT BELOW (U+1E92),e1ba92
757,ẓ,LATIN SMALL LETTER Z WITH DOT BELOW (U+1E93),e1ba93
758,Ẕ,LATIN CAPITAL LETTER Z WITH LINE BELOW (U+1E94),e1ba94
759,ẕ,LATIN SMALL LETTER Z WITH LINE BELOW (U+1E95),e1ba95
760,ẖ,LATIN SMALL LETTER H WITH LINE BELOW (U+1E96),e1ba96
761,ẗ,LATIN SMALL LETTER T WITH DIAERESIS (U+1E97),e1ba97
762,ẘ,LATIN SMALL LETTER W WITH RING ABOVE (U+1E98),e1ba98
763,ẙ,LATIN SMALL LETTER Y WITH RING ABOVE (U+1E99),e1ba99
764,ẚ,LATIN SMALL LETTER A WITH RIGHT HALF RING (U+1E9A),e1ba9a
765,ẛ,LATIN SMALL LETTER LONG S WITH DOT ABOVE (U+1E9B),e1ba9b
766,ẜ,LATIN SMALL LETTER LONG S WITH DIAGONAL STROKE (U+1E9C),e1ba9c
767,ẝ,LATIN SMALL LETTER LONG S WITH HIGH STROKE (U+1E9D),e1ba9d
768,ẞ,LATIN CAPITAL LETTER SHARP S (U+1E9E),e1ba9e
769,ẟ,LATIN SMALL LETTER DELTA (U+1E9F),e1ba9f
770,Ạ,LATIN CAPITAL LETTER A WITH DOT BELOW (U+1EA0),e1baa0
771,ạ,LATIN SMALL LETTER A WITH DOT BELOW (U+1EA1),e1baa1
772,Ả,LATIN CAPITAL LETTER A WITH HOOK ABOVE (U+1EA2),e1baa2
773,ả,LATIN SMALL LETTER A WITH HOOK ABOVE (U+1EA3),e1baa3
774,Ấ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE (U+1EA4),e1baa4
775,ấ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE (U+1EA5),e1baa5
776,Ầ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE (U+1EA6),e1baa6
777,ầ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE (U+1EA7),e1baa7
778,Ẩ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE (U+1EA8),e1baa8
779,ẩ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE (U+1EA9),e1baa9
780,Ẫ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE (U+1EAA),e1baaa
781,ẫ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE (U+1EAB),e1baab
782,Ậ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW (U+1EAC),e1baac
783,ậ,LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW (U+1EAD),e1baad
784,Ắ,LATIN CAPITAL LETTER A WITH BREVE AND ACUTE (U+1EAE),e1baae
785,ắ,LATIN SMALL LETTER A WITH BREVE AND ACUTE (U+1EAF),e1baaf
786,Ằ,LATIN CAPITAL LETTER A WITH BREVE AND GRAVE (U+1EB0),e1bab0
787,ằ,LATIN SMALL LETTER A WITH BREVE AND GRAVE (U+1EB1),e1bab1
788,Ẳ,LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE (U+1EB2),e1bab2
789,ẳ,LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE (U+1EB3),e1bab3
790,Ẵ,LATIN CAPITAL LETTER A WITH BREVE AND TILDE (U+1EB4),e1bab4
791,ẵ,LATIN SMALL LETTER A WITH BREVE AND TILDE (U+1EB5),e1bab5
792,Ặ,LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW (U+1EB6),e1bab6
793,ặ,LATIN SMALL LETTER A WITH BREVE AND DOT BELOW (U+1EB7),e1bab7
794,Ẹ,LATIN CAPITAL LETTER E WITH DOT BELOW (U+1EB8),e1bab8
795,ẹ,LATIN SMALL LETTER E WITH DOT BELOW (U+1EB9),e1bab9
796,Ẻ,LATIN CAPITAL LETTER E WITH HOOK ABOVE (U+1EBA),e1baba
797,ẻ,LATIN SMALL LETTER E WITH HOOK ABOVE (U+1EBB),e1babb
798,Ẽ,LATIN CAPITAL LETTER E WITH TILDE (U+1EBC),e1babc
799,ẽ,LATIN SMALL LETTER E WITH TILDE (U+1EBD),e1babd
800,Ế,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE (U+1EBE),e1babe
801,ế,LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE (U+1EBF),e1babf
802,Ề,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE (U+1EC0),e1bb80
803,ề,LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE (U+1EC1),e1bb81
804,Ể,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE (U+1EC2),e1bb82
805,ể,LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE (U+1EC3),e1bb83
806,Ễ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE (U+1EC4),e1bb84
807,ễ,LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE (U+1EC5),e1bb85
808,Ệ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW (U+1EC6),e1bb86
809,ệ,LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW (U+1EC7),e1bb87
810,Ỉ,LATIN CAPITAL LETTER I WITH HOOK ABOVE (U+1EC8),e1bb88
811,ỉ,LATIN SMALL LETTER I WITH HOOK ABOVE (U+1EC9),e1bb89
812,Ị,LATIN CAPITAL LETTER I WITH DOT BELOW (U+1ECA),e1bb8a
813,ị,LATIN SMALL LETTER I WITH DOT BELOW (U+1ECB),e1bb8b
814,Ọ,LATIN CAPITAL LETTER O WITH DOT BELOW (U+1ECC),e1bb8c
815,ọ,LATIN SMALL LETTER O WITH DOT BELOW (U+1ECD),e1bb8d
816,Ỏ,LATIN CAPITAL LETTER O WITH HOOK ABOVE (U+1ECE),e1bb8e
817,ỏ,LATIN SMALL LETTER O WITH HOOK ABOVE (U+1ECF),e1bb8f
818,Ố,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE (U+1ED0),e1bb90
819,ố,LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE (U+1ED1),e1bb91
820,Ồ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE (U+1ED2),e1bb92
821,ồ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE (U+1ED3),e1bb93
822,Ổ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE (U+1ED4),e1bb94
823,ổ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE (U+1ED5),e1bb95
824,Ỗ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE (U+1ED6),e1bb96
825,ỗ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE (U+1ED7),e1bb97
826,Ộ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW (U+1ED8),e1bb98
827,ộ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW (U+1ED9),e1bb99
828,Ớ,LATIN CAPITAL LETTER O WITH HORN AND ACUTE (U+1EDA),e1bb9a
829,ớ,LATIN SMALL LETTER O WITH HORN AND ACUTE (U+1EDB),e1bb9b
830,Ờ,LATIN CAPITAL LETTER O WITH HORN AND GRAVE (U+1EDC),e1bb9c
831,ờ,LATIN SMALL LETTER O WITH HORN AND GRAVE (U+1EDD),e1bb9d
832,Ở,LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE (U+1EDE),e1bb9e
833,ở,LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE (U+1EDF),e1bb9f
834,Ỡ,LATIN CAPITAL LETTER O WITH HORN AND TILDE (U+1EE0),e1bba0
835,ỡ,LATIN SMALL LETTER O WITH HORN AND TILDE (U+1EE1),e1bba1
836,Ợ,LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW (U+1EE2),e1bba2
837,ợ,LATIN SMALL LETTER O WITH HORN AND DOT BELOW (U+1EE3),e1bba3
838,Ụ,LATIN CAPITAL LETTER U WITH DOT BELOW (U+1EE4),e1bba4
839,ụ,LATIN SMALL LETTER U WITH DOT BELOW (U+1EE5),e1bba5
840,Ủ,LATIN CAPITAL LETTER U WITH HOOK ABOVE (U+1EE6),e1bba6
841,ủ,LATIN SMALL LETTER U WITH HOOK ABOVE (U+1EE7),e1bba7
842,Ứ,LATIN CAPITAL LETTER U WITH HORN AND ACUTE (U+1EE8),e1bba8
843,ứ,LATIN SMALL LETTER U WITH HORN AND ACUTE (U+1EE9),e1bba9
844,Ừ,LATIN CAPITAL LETTER U WITH HORN AND GRAVE (U+1EEA),e1bbaa
845,ừ,LATIN SMALL LETTER U WITH HORN AND GRAVE (U+1EEB),e1bbab
846,Ử,LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE (U+1EEC),e1bbac
847,ử,LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE (U+1EED),e1bbad
848,Ữ,LATIN CAPITAL LETTER U WITH HORN AND TILDE (U+1EEE),e1bbae
849,ữ,LATIN SMALL LETTER U WITH HORN AND TILDE (U+1EEF),e1bbaf
850,Ự,LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW (U+1EF0),e1bbb0
851,ự,LATIN SMALL LETTER U WITH HORN AND DOT BELOW (U+1EF1),e1bbb1
852,Ỳ,LATIN CAPITAL LETTER Y WITH GRAVE (U+1EF2),e1bbb2
853,ỳ,LATIN SMALL LETTER Y WITH GRAVE (U+1EF3),e1bbb3
854,Ỵ,LATIN CAPITAL LETTER Y WITH DOT BELOW (U+1EF4),e1bbb4
855,ỵ,LATIN SMALL LETTER Y WITH DOT BELOW (U+1EF5),e1bbb5
856,Ỷ,LATIN CAPITAL LETTER Y WITH HOOK ABOVE (U+1EF6),e1bbb6
857,ỷ,LATIN SMALL LETTER Y WITH HOOK ABOVE (U+1EF7),e1bbb7
858,Ỹ,LATIN CAPITAL LETTER Y WITH TILDE (U+1EF8),e1bbb8
859,ỹ,LATIN SMALL LETTER Y WITH TILDE (U+1EF9),e1bbb9
860,Ỻ,LATIN CAPITAL LETTER MIDDLE-WELSH LL (U+1EFA),e1bbba
861,ỻ,LATIN SMALL LETTER MIDDLE-WELSH LL (U+1EFB),e1bbbb
862,Ỽ,LATIN CAPITAL LETTER MIDDLE-WELSH V (U+1EFC),e1bbbc
863,ỽ,LATIN SMALL LETTER MIDDLE-WELSH V (U+1EFD),e1bbbd
864,Ỿ,LATIN CAPITAL LETTER Y WITH LOOP (U+1EFE),e1bbbe
865,ỿ,LATIN SMALL LETTER Y WITH LOOP (U+1EFF),e1bbbf
866,ἀ,GREEK SMALL LETTER ALPHA WITH PSILI (U+1F00),e1bc80
867,ἁ,GREEK SMALL LETTER ALPHA WITH DASIA (U+1F01),e1bc81
868,ἂ,GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA (U+1F02),e1bc82
869,ἃ,GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA (U+1F03),e1bc83
870,ἄ,GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA (U+1F04),e1bc84
871,ἅ,GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA (U+1F05),e1bc85
872,ἆ,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI (U+1F06),e1bc86
873,ἇ,GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI (U+1F07),e1bc87
874,Ἀ,GREEK CAPITAL LETTER ALPHA WITH PSILI (U+1F08),e1bc88
875,Ἁ,GREEK CAPITAL LETTER ALPHA WITH DASIA (U+1F09),e1bc89
876,Ἂ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA (U+1F0A),e1bc8a
877,Ἃ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA (U+1F0B),e1bc8b
878,Ἄ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA (U+1F0C),e1bc8c
879,Ἅ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA (U+1F0D),e1bc8d
880,Ἆ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI (U+1F0E),e1bc8e
881,Ἇ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI (U+1F0F),e1bc8f
882,ἐ,GREEK SMALL LETTER EPSILON WITH PSILI (U+1F10),e1bc90
883,ἑ,GREEK SMALL LETTER EPSILON WITH DASIA (U+1F11),e1bc91
884,ἒ,GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA (U+1F12),e1bc92
885,ἓ,GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA (U+1F13),e1bc93
886,ἔ,GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA (U+1F14),e1bc94
887,ἕ,GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA (U+1F15),e1bc95
888,Ἐ,GREEK CAPITAL LETTER EPSILON WITH PSILI (U+1F18),e1bc98
889,Ἑ,GREEK CAPITAL LETTER EPSILON WITH DASIA (U+1F19),e1bc99
890,Ἒ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA (U+1F1A),e1bc9a
891,Ἓ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA (U+1F1B),e1bc9b
892,Ἔ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA (U+1F1C),e1bc9c
893,Ἕ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA (U+1F1D),e1bc9d
894,ἠ,GREEK SMALL LETTER ETA WITH PSILI (U+1F20),e1bca0
895,ἡ,GREEK SMALL LETTER ETA WITH DASIA (U+1F21),e1bca1
896,ἢ,GREEK SMALL LETTER ETA WITH PSILI AND VARIA (U+1F22),e1bca2
897,ἣ,GREEK SMALL LETTER ETA WITH DASIA AND VARIA (U+1F23),e1bca3
898,ἤ,GREEK SMALL LETTER ETA WITH PSILI AND OXIA (U+1F24),e1bca4
899,ἥ,GREEK SMALL LETTER ETA WITH DASIA AND OXIA (U+1F25),e1bca5
900,ἦ,GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI (U+1F26),e1bca6
901,ἧ,GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI (U+1F27),e1bca7
902,Ἠ,GREEK CAPITAL LETTER ETA WITH PSILI (U+1F28),e1bca8
903,Ἡ,GREEK CAPITAL LETTER ETA WITH DASIA (U+1F29),e1bca9
904,Ἢ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA (U+1F2A),e1bcaa
905,Ἣ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA (U+1F2B),e1bcab
906,Ἤ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA (U+1F2C),e1bcac
907,Ἥ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA (U+1F2D),e1bcad
908,Ἦ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI (U+1F2E),e1bcae
909,Ἧ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI (U+1F2F),e1bcaf
910,ἰ,GREEK SMALL LETTER IOTA WITH PSILI (U+1F30),e1bcb0
911,ἱ,GREEK SMALL LETTER IOTA WITH DASIA (U+1F31),e1bcb1
912,ἲ,GREEK SMALL LETTER IOTA WITH PSILI AND VARIA (U+1F32),e1bcb2
913,ἳ,GREEK SMALL LETTER IOTA WITH DASIA AND VARIA (U+1F33),e1bcb3
914,ἴ,GREEK SMALL LETTER IOTA WITH PSILI AND OXIA (U+1F34),e1bcb4
915,ἵ,GREEK SMALL LETTER IOTA WITH DASIA AND OXIA (U+1F35),e1bcb5
916,ἶ,GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI (U+1F36),e1bcb6
917,ἷ,GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI (U+1F37),e1bcb7
918,Ἰ,GREEK CAPITAL LETTER IOTA WITH PSILI (U+1F38),e1bcb8
919,Ἱ,GREEK CAPITAL LETTER IOTA WITH DASIA (U+1F39),e1bcb9
920,Ἲ,GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA (U+1F3A),e1bcba
921,Ἳ,GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA (U+1F3B),e1bcbb
922,Ἴ,GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA (U+1F3C),e1bcbc
923,Ἵ,GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA (U+1F3D),e1bcbd
924,Ἶ,GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI (U+1F3E),e1bcbe
925,Ἷ,GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI (U+1F3F),e1bcbf
926,ὀ,GREEK SMALL LETTER OMICRON WITH PSILI (U+1F40),e1bd80
927,ὁ,GREEK SMALL LETTER OMICRON WITH DASIA (U+1F41),e1bd81
928,ὂ,GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA (U+1F42),e1bd82
929,ὃ,GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA (U+1F43),e1bd83
930,ὄ,GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA (U+1F44),e1bd84
931,ὅ,GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA (U+1F45),e1bd85
932,Ὀ,GREEK CAPITAL LETTER OMICRON WITH PSILI (U+1F48),e1bd88
933,Ὁ,GREEK CAPITAL LETTER OMICRON WITH DASIA (U+1F49),e1bd89
934,Ὂ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA (U+1F4A),e1bd8a
935,Ὃ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA (U+1F4B),e1bd8b
936,Ὄ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA (U+1F4C),e1bd8c
937,Ὅ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA (U+1F4D),e1bd8d
938,ὐ,GREEK SMALL LETTER UPSILON WITH PSILI (U+1F50),e1bd90
939,ὑ,GREEK SMALL LETTER UPSILON WITH DASIA (U+1F51),e1bd91
940,ὒ,GREEK SMALL LETTER UPSILON WITH PSILI AND VARIA (U+1F52),e1bd92
941,ὓ,GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA (U+1F53),e1bd93
942,ὔ,GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA (U+1F54),e1bd94
943,ὕ,GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA (U+1F55),e1bd95
944,ὖ,GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI (U+1F56),e1bd96
945,ὗ,GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI (U+1F57),e1bd97
946,Ὑ,GREEK CAPITAL LETTER UPSILON WITH DASIA (U+1F59),e1bd99
947,Ὓ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA (U+1F5B),e1bd9b
948,Ὕ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA (U+1F5D),e1bd9d
949,Ὗ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI (U+1F5F),e1bd9f
950,ὠ,GREEK SMALL LETTER OMEGA WITH PSILI (U+1F60),e1bda0
951,ὡ,GREEK SMALL LETTER OMEGA WITH DASIA (U+1F61),e1bda1
952,ὢ,GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA (U+1F62),e1bda2
953,ὣ,GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA (U+1F63),e1bda3
954,ὤ,GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA (U+1F64),e1bda4
955,ὥ,GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA (U+1F65),e1bda5
956,ὦ,GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI (U+1F66),e1bda6
957,ὧ,GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI (U+1F67),e1bda7
958,Ὠ,GREEK CAPITAL LETTER OMEGA WITH PSILI (U+1F68),e1bda8
959,Ὡ,GREEK CAPITAL LETTER OMEGA WITH DASIA (U+1F69),e1bda9
